Atk_Strength,Atk_Magic,Atk_WeaponAttack,Atk_WeaponMagic,Def_Vitality,Def_Spirit,Def_ArmorDefense,Def_ArmorSpirit,Move_Power,Move_Category,Move_Element,Def_ResistElement,Def_AbsorbElement,Damage
25,70,86,1,38,21,62,14,46,Magic,Poison,Poison,None,753
36,31,70,42,63,66,38,15,54,Magic,Wind,Wind,None,828
59,27,35,8,75,55,26,20,32,Physical,None,None,None,683
27,50,35,4,68,67,70,9,66,Magic,Holy,None,Lightning,319
35,76,53,21,55,25,11,15,66,Magic,Holy,None,None,856
71,49,28,44,62,39,54,25,66,Magic,Holy,None,None,704
27,50,35,4,62,39,54,25,66,Magic,Holy,None,None,300
59,52,24,44,42,34,48,25,66,Magic,Holy,Holy,None,1684
64,29,61,10,31,70,43,13,32,Physical,None,Water,None,1189
25,55,40,40,65,37,31,1,42,Magic,Gravity,Gravity,Holy,1068
25,38,39,48,29,35,59,6,32,Physical,None,Water,None,194
41,75,39,40,61,21,58,0,66,Magic,Holy,None,None,1178
32,22,85,27,51,69,29,9,32,Physical,None,Gravity,None,497
71,49,28,44,24,40,18,6,46,Magic,Poison,Poison,None,1140
59,27,35,8,41,33,42,22,32,Physical,None,Fire,None,347
20,63,80,33,43,40,43,13,66,Magic,Holy,None,None,766
52,54,30,5,36,69,49,2,54,Magic,Wind,Wind,Lightning,587
32,24,48,12,63,36,63,15,32,Physical,None,Fire,None,246
45,79,50,19,73,53,34,21,46,Magic,Poison,Poison,None,1080
37,38,17,11,54,78,58,22,46,Magic,Poison,Poison,None,350
64,22,23,20,37,75,58,11,32,Physical,None,None,None,567
58,22,50,37,29,22,63,8,66,Magic,Holy,Holy,Gravity,786
46,41,29,7,65,37,31,1,42,Magic,Gravity,Gravity,Holy,352
28,43,75,2,30,21,69,3,32,Physical,None,None,None,414
66,56,17,23,67,36,25,14,42,Magic,Gravity,Gravity,None,769
75,28,73,47,68,67,70,9,32,Physical,None,None,Lightning,671
68,53,71,17,63,71,56,5,32,Physical,None,Poison,Gravity,649
70,53,59,48,64,73,57,0,60,Magic,Lightning,Lightning,None,1526
27,35,28,7,68,49,31,17,66,Magic,Holy,None,None,202
68,53,71,17,68,31,11,0,32,Physical,None,Water,None,719
78,49,16,18,28,56,29,11,32,Physical,None,None,None,388
77,33,50,18,67,20,61,8,66,Magic,Holy,Holy,None,595
32,31,62,20,27,20,13,19,32,Physical,None,Earth,None,386
20,63,80,33,41,33,42,22,60,Magic,Fire,Fire,None,1522
59,40,61,44,26,54,54,13,32,Physical,None,None,None,526
64,29,61,10,48,29,49,5,32,Physical,None,None,Water,565
64,22,23,20,24,53,28,12,32,Physical,None,None,None,629
64,28,43,22,51,37,10,13,16,Physical,None,Poison,None,236
32,22,85,27,51,67,18,3,32,Physical,None,None,None,553
46,67,48,38,36,79,31,8,66,Magic,Holy,None,None,826
66,56,17,23,54,34,42,9,48,Magic,Earth,Holy,None,425
61,37,66,2,28,51,62,4,32,Physical,None,Water,None,1188
66,56,17,23,23,52,20,19,50,Magic,Water,Water,None,830
46,67,48,38,25,68,70,13,46,Magic,Poison,Poison,None,1173
64,30,16,43,67,20,61,8,66,Magic,Holy,Holy,None,1043
32,58,19,28,67,36,25,14,42,Magic,Gravity,Gravity,None,816
22,25,72,19,39,65,36,23,32,Physical,None,Ice,None,353
46,67,48,38,26,54,54,13,66,Magic,Holy,None,None,892
64,28,43,22,34,32,56,6,32,Physical,None,None,None,426
68,53,71,17,63,71,56,5,32,Physical,None,Poison,Gravity,1216
74,36,56,25,67,22,38,5,32,Physical,None,Lightning,Gravity,570
26,69,77,6,73,53,34,21,46,Magic,Poison,Poison,None,712
25,70,86,1,25,68,70,13,46,Magic,Poison,Poison,None,673
54,64,53,27,68,36,45,4,60,Magic,Fire,Fire,None,1352
59,40,61,44,63,66,38,15,54,Magic,Wind,Wind,None,997
60,79,51,3,65,37,31,1,42,Magic,Gravity,Gravity,Holy,851
32,31,62,20,38,21,62,14,46,Magic,Poison,Poison,None,398
52,75,32,26,51,69,29,9,42,Magic,Gravity,Gravity,None,1072
25,55,40,40,67,22,38,5,60,Magic,Lightning,Lightning,Gravity,1480
39,78,43,30,34,32,56,6,66,Magic,Holy,None,None,1048
27,50,35,4,28,56,29,11,66,Magic,Holy,None,None,328
27,38,72,48,68,47,12,9,46,Magic,Poison,Poison,None,934
32,24,48,12,68,47,12,9,32,Physical,None,Poison,None,256
75,28,73,47,43,40,43,13,32,Physical,None,None,None,750
46,41,29,7,63,71,56,5,46,Magic,Poison,Poison,Gravity,339
46,41,29,7,42,44,24,3,54,Magic,Wind,Wind,None,429
65,48,15,35,26,54,54,13,66,Magic,Holy,None,None,631
26,69,77,6,69,44,16,1,42,Magic,Gravity,Gravity,Lightning,687
45,79,50,19,74,54,65,12,66,Magic,Holy,None,None,772
70,53,59,48,28,56,29,11,60,Magic,Ice,None,None,742
59,27,35,8,80,24,51,5,32,Physical,None,Poison,None,604
62,74,17,2,36,75,61,15,66,Magic,Holy,None,None,526
61,37,66,2,54,73,56,24,32,Physical,None,Holy,None,568
52,75,32,26,68,49,31,17,66,Magic,Holy,None,None,871
79,76,79,35,60,78,27,14,32,Physical,None,None,Holy,1638
27,50,35,4,36,79,31,8,66,Magic,Holy,None,None,306
46,41,29,7,27,20,13,19,48,Magic,Earth,Earth,None,389
27,35,28,7,23,52,20,19,50,Magic,Water,Water,None,305
46,41,29,7,42,44,24,3,54,Magic,Wind,Wind,None,432
74,36,56,25,30,31,56,0,32,Physical,None,None,None,617
46,41,60,13,67,20,61,8,66,Magic,Holy,Holy,None,711
70,53,59,48,48,29,49,5,66,Magic,Holy,None,Water,930
77,55,56,17,55,25,11,15,32,Physical,None,None,None,665
52,75,32,26,68,49,31,17,66,Magic,Holy,None,None,873
59,27,35,8,63,66,38,15,32,Physical,None,Wind,None,343
62,74,17,2,43,40,43,13,66,Magic,Holy,None,None,580
33,71,34,16,67,22,38,5,60,Magic,Lightning,Lightning,Gravity,1369
61,37,66,2,68,49,31,17,32,Physical,None,None,None,1142
79,64,16,4,55,58,28,0,60,Magic,Ice,Ice,None,798
51,27,44,36,44,47,39,10,60,Magic,Lightning,Lightning,None,764
26,69,77,6,41,20,28,20,54,Magic,Wind,Wind,None,938
44,77,50,7,74,54,65,12,66,Magic,Holy,None,None,643
24,56,62,42,65,37,31,1,42,Magic,Gravity,Gravity,Holy,1159
46,41,60,13,69,44,16,1,32,Physical,None,Gravity,Lightning,867
64,28,43,22,69,44,16,1,32,Physical,None,Gravity,Lightning,422
46,67,48,38,54,78,58,22,46,Magic,Poison,Poison,None,1237
51,27,44,36,44,47,39,10,60,Magic,Lightning,Lightning,None,694
25,38,39,48,54,73,56,24,66,Magic,Holy,Holy,None,1273
68,61,90,4,61,21,58,0,32,Physical,None,None,None,1621
24,56,62,42,31,70,43,13,50,Magic,Water,Water,None,1244
39,78,43,30,30,31,56,0,66,Magic,Holy,None,None,1013
39,78,43,30,56,31,12,16,46,Magic,Poison,Poison,None,1469
68,61,90,4,31,70,43,13,32,Physical,None,Water,None,861
77,55,56,17,80,24,51,5,32,Physical,None,Poison,None,566
64,22,23,20,39,50,40,3,32,Physical,None,None,None,322
41,75,39,40,39,50,40,3,66,Magic,Holy,None,None,1046
32,31,62,20,39,65,36,23,60,Magic,Ice,Ice,None,521
22,25,72,19,40,42,33,13,32,Physical,None,None,None,366
32,58,19,28,42,31,50,1,54,Magic,Wind,Wind,None,1145
77,55,56,17,44,47,39,10,60,Magic,Lightning,Lightning,None,918
64,22,23,20,51,67,55,20,32,Physical,None,None,Gravity,299
61,41,15,26,56,31,12,16,46,Magic,Poison,Poison,None,664
32,22,85,27,42,53,56,8,32,Physical,None,Earth,None,990
33,71,34,16,36,79,31,8,66,Magic,Holy,None,None,646
45,79,50,19,61,21,58,0,66,Magic,Holy,None,None,926
25,79,61,33,75,55,26,20,66,Magic,Holy,None,None,988
61,37,66,2,60,78,27,14,32,Physical,None,None,Holy,1163
32,31,62,20,30,21,69,3,32,Physical,None,None,None,641
32,24,48,12,28,51,62,4,32,Physical,None,Water,None,550
74,36,56,25,35,67,35,5,32,Physical,None,None,Gravity,1278
52,75,32,26,27,28,61,16,66,Magic,Holy,None,None,918
24,56,62,42,36,69,49,2,54,Magic,Wind,Wind,Lightning,1269
54,64,53,27,55,25,11,15,66,Magic,Holy,None,None,746
23,49,73,10,67,36,25,14,42,Magic,Gravity,Gravity,None,483
61,72,74,20,40,42,33,13,54,Magic,Wind,None,None,582
47,75,55,34,42,44,24,3,54,Magic,Wind,Wind,None,1726
66,40,28,31,40,42,33,13,32,Physical,None,None,None,701
32,22,85,27,68,77,47,23,32,Physical,None,None,Poison,472
25,38,39,48,54,78,58,22,46,Magic,Poison,Poison,None,796
71,61,47,9,48,29,49,5,32,Physical,None,None,Water,986
70,53,59,48,68,47,12,9,46,Magic,Poison,Poison,None,1185
27,50,35,4,54,34,42,9,66,Magic,Holy,Holy,None,652
63,68,84,40,52,30,40,11,66,Magic,Holy,Holy,None,1924
61,41,15,26,43,40,43,13,66,Magic,Holy,None,None,436
36,31,70,42,41,33,42,22,60,Magic,Fire,Fire,None,906
78,49,16,18,36,75,61,15,32,Physical,None,None,None,338
77,33,50,18,38,21,62,14,32,Physical,None,Poison,None,534
62,74,17,2,78,33,69,21,66,Magic,Holy,None,None,542
32,31,62,20,41,26,35,7,60,Magic,Ice,Ice,None,524
61,41,15,26,41,20,28,20,54,Magic,Wind,Wind,None,731
51,22,45,23,40,42,33,13,32,Physical,None,None,None,390
45,79,50,19,68,49,31,17,66,Magic,Holy,None,None,798
64,22,23,20,80,24,51,5,32,Physical,None,Poison,None,289
35,76,53,21,28,51,62,4,50,Magic,Water,Water,None,1211
59,40,61,44,60,78,27,14,14,Magic,Lightning,None,Holy,131
33,71,34,16,36,75,61,15,66,Magic,Holy,None,None,617
77,55,56,17,65,37,31,1,32,Physical,None,Gravity,Holy,1155
74,36,56,25,61,21,58,0,32,Physical,None,None,None,575
52,75,32,26,27,20,13,19,48,Magic,Earth,Earth,None,1245
64,29,61,10,28,56,29,11,30,Magic,Ice,None,None,90
58,22,50,37,27,20,13,19,32,Physical,None,Earth,None,932
54,64,53,27,34,20,27,11,60,Magic,Ice,Ice,None,1413
68,61,90,4,51,67,18,3,32,Physical,None,None,None,894
25,79,61,33,34,20,27,11,60,Magic,Ice,Ice,None,1895
64,22,23,20,54,78,58,22,32,Physical,None,Poison,None,273
32,31,62,20,28,56,29,11,32,Physical,None,None,None,363
32,22,85,27,51,67,18,3,32,Physical,None,None,None,509
64,22,23,20,68,36,45,4,60,Magic,Fire,Fire,None,414
51,27,44,36,38,37,10,15,32,Physical,None,None,Poison,745
31,79,68,9,41,33,42,22,60,Magic,Fire,Fire,None,1193
39,78,43,30,31,70,43,13,50,Magic,Water,Water,None,1374
28,43,75,2,41,26,35,7,32,Physical,None,Ice,None,398
24,56,62,42,65,37,31,1,42,Magic,Gravity,Gravity,Holy,1073
37,75,26,35,54,78,58,22,46,Magic,Poison,Poison,None,1263
74,36,56,25,51,67,55,20,32,Physical,None,None,Gravity,571
37,75,26,35,55,25,11,15,66,Magic,Holy,None,None,1029
64,28,43,22,30,21,69,3,32,Physical,None,None,None,415
32,24,48,12,43,40,43,13,32,Physical,None,None,None,279
66,56,17,23,37,35,25,1,66,Magic,Holy,None,None,598
71,21,74,8,68,36,45,4,32,Physical,None,Fire,None,1352
65,48,15,35,39,65,36,23,60,Magic,Ice,Ice,None,1104
25,70,86,1,63,71,56,5,24,Physical,None,Poison,Gravity,332
71,49,28,44,31,20,15,25,66,Magic,Holy,None,None,799
59,40,61,44,78,33,69,21,60,Magic,Ice,None,None,587
59,52,24,44,68,47,12,9,46,Magic,Poison,Poison,None,1100
31,54,36,12,48,29,49,5,66,Magic,Holy,None,Water,435
66,47,47,36,39,50,40,3,66,Magic,Holy,None,None,616
27,35,28,7,28,56,29,11,66,Magic,Holy,None,None,204
77,62,58,42,31,70,43,13,50,Magic,Water,Water,None,1308
63,68,84,40,30,21,69,3,32,Physical,None,None,None,1406
60,79,51,3,44,47,39,10,60,Magic,Lightning,Lightning,None,1061
79,64,16,4,68,67,70,9,66,Magic,Holy,None,Lightning,413
71,49,28,44,61,21,58,0,66,Magic,Holy,None,None,794
20,63,80,33,43,40,43,13,66,Magic,Holy,None,None,759
28,65,42,21,39,65,36,23,60,Magic,Ice,Ice,None,1182
51,27,44,36,63,66,38,15,54,Magic,Wind,Wind,None,649
32,24,48,12,37,75,58,11,32,Physical,None,None,None,525
61,41,15,26,52,30,40,11,66,Magic,Holy,Holy,None,877
80,79,50,31,68,31,11,0,50,Magic,Water,Water,None,1530
41,75,39,40,51,55,44,6,66,Magic,Holy,None,None,1111
35,76,53,21,68,49,31,17,66,Magic,Holy,None,None,799
31,54,36,12,67,36,25,14,42,Magic,Gravity,Gravity,None,537
33,71,34,16,68,47,12,9,26,Magic,Poison,Poison,None,549
28,43,75,2,63,66,38,15,32,Physical,None,Wind,None,376
27,50,35,4,30,21,69,3,66,Magic,Holy,None,None,348
46,67,48,38,42,53,56,8,48,Magic,Earth,Earth,None,1360
52,54,30,5,34,32,56,6,66,Magic,Holy,None,None,369
70,53,59,48,37,35,25,1,32,Physical,None,None,None,655
63,54,82,11,68,47,12,9,32,Physical,None,Poison,None,723
49,64,60,49,54,78,58,22,46,Magic,Poison,Poison,None,1290
75,28,73,47,80,24,51,5,32,Physical,None,Poison,None,647
79,76,79,35,78,33,69,21,66,Magic,Holy,None,None,1032
52,54,30,5,29,22,63,8,66,Magic,Holy,Holy,Gravity,749
37,38,17,11,41,26,35,7,60,Magic,Ice,Ice,None,537
71,21,74,8,28,51,62,4,32,Physical,None,Water,None,752
31,79,68,9,68,67,70,9,66,Magic,Holy,None,Lightning,693
37,75,26,35,68,36,45,4,60,Magic,Fire,Fire,None,1959
20,63,80,33,28,51,62,4,50,Magic,Water,Water,None,1251
27,35,28,7,54,34,42,9,66,Magic,Holy,Holy,None,431
61,78,55,44,36,79,31,8,66,Magic,Holy,None,None,1088
26,69,77,6,37,75,58,11,66,Magic,Holy,None,None,499
66,40,28,31,79,45,41,3,48,Magic,Earth,Earth,Holy,720
27,50,35,4,68,67,70,9,66,Magic,Holy,None,Lightning,322
77,62,58,42,43,40,43,13,32,Physical,None,None,None,1335
61,78,55,44,54,73,56,24,66,Magic,Holy,Holy,None,2300
71,61,47,9,54,34,42,9,66,Magic,Holy,Holy,None,1037
37,38,17,11,51,67,55,20,66,Magic,Holy,None,Gravity,265
75,28,73,47,39,65,36,23,32,Physical,None,Ice,None,782
61,78,55,44,28,51,62,4,50,Magic,Water,Water,None,1728
60,79,51,3,74,54,65,12,66,Magic,Holy,None,None,593
49,64,60,49,27,36,34,25,66,Magic,Holy,None,None,1010
32,58,19,28,65,37,31,1,42,Magic,Gravity,Gravity,Holy,891
59,40,61,44,60,78,27,14,32,Physical,None,None,Holy,546
64,22,23,20,31,70,43,13,32,Physical,None,Water,None,324
37,75,26,35,42,31,50,1,54,Magic,Wind,Wind,None,1708
41,75,39,40,51,67,55,20,66,Magic,Holy,None,Gravity,968
74,36,56,25,55,25,11,15,32,Physical,None,None,None,600
70,53,59,48,75,55,26,20,30,Magic,Ice,None,None,390
46,41,60,13,43,40,43,13,32,Physical,None,None,None,404
77,55,56,17,67,36,25,14,32,Physical,None,Gravity,None,599
27,50,35,4,30,21,69,3,66,Magic,Holy,None,None,350
26,69,77,6,78,33,69,21,66,Magic,Holy,None,None,559
68,53,71,17,63,36,63,15,60,Magic,Fire,Fire,None,861
25,70,86,1,56,31,12,16,46,Magic,Poison,Poison,None,658
32,58,19,28,74,54,65,12,66,Magic,Holy,None,None,670
31,79,68,9,27,36,34,25,66,Magic,Holy,None,None,646
32,24,48,12,51,67,55,20,32,Physical,None,None,Gravity,266
66,56,17,23,30,31,56,0,66,Magic,Holy,None,None,618
51,22,45,23,68,67,70,9,32,Physical,None,None,Lightning,323
68,61,90,4,51,55,44,6,32,Physical,None,None,None,840
78,49,16,18,37,75,58,11,32,Physical,None,None,None,677
61,78,55,44,36,24,60,24,60,Magic,Fire,Fire,None,2150
49,64,60,49,24,40,18,6,46,Magic,Poison,Poison,None,1564
24,56,62,42,39,50,40,3,66,Magic,Holy,None,None,835
59,52,24,44,51,67,18,3,66,Magic,Holy,None,None,780
71,49,28,44,36,69,49,2,54,Magic,Wind,Wind,Lightning,1165
51,27,44,36,42,53,56,8,48,Magic,Earth,Earth,None,602
31,54,36,12,54,78,58,22,46,Magic,Poison,Poison,None,554
32,22,85,27,27,36,34,25,32,Physical,None,None,None,517
64,30,16,43,48,29,49,5,66,Magic,Holy,None,Water,506
79,64,16,4,23,52,20,19,50,Magic,Water,Water,None,634
64,28,43,22,42,31,50,1,32,Physical,None,Wind,None,443
32,24,48,12,38,21,62,14,32,Physical,None,Poison,None,253
36,80,65,33,68,67,70,9,66,Magic,Holy,None,Lightning,967
28,65,42,21,73,53,34,21,46,Magic,Poison,Poison,None,902
45,36,41,19,27,36,34,25,32,Physical,None,None,None,329
59,27,35,8,40,42,33,13,32,Physical,None,None,None,338
61,37,66,2,42,34,48,25,32,Physical,None,Holy,None,1170
71,49,28,44,68,67,70,9,66,Magic,Holy,None,Lightning,753
20,63,80,33,26,54,54,13,66,Magic,Holy,None,None,791
66,40,28,31,68,67,70,9,66,Magic,Holy,None,Lightning,491
25,79,61,33,68,31,11,0,50,Magic,Water,Water,None,1705
79,64,16,4,64,73,57,0,60,Magic,Lightning,Lightning,None,849
32,58,19,28,55,58,28,0,60,Magic,Ice,Ice,None,1226
77,62,58,42,61,21,58,0,66,Magic,Holy,None,None,956
61,41,15,26,68,67,70,9,66,Magic,Holy,None,Lightning,447
26,69,77,6,48,29,49,5,66,Magic,Holy,None,Water,528
44,77,50,7,38,37,10,15,66,Magic,Holy,None,Poison,671
74,36,56,25,42,44,24,3,32,Physical,None,Wind,None,651
26,69,77,6,31,70,43,13,46,Magic,Poison,Water,None,351
71,49,28,44,62,39,54,25,66,Magic,Holy,None,None,755
27,38,72,48,52,30,40,11,66,Magic,Holy,Holy,None,1419
46,41,29,7,38,21,62,14,46,Magic,Poison,Poison,None,383
77,31,68,22,49,52,70,17,32,Physical,None,None,None,642
64,22,23,20,38,37,10,15,32,Physical,None,None,Poison,318
41,75,39,40,68,67,70,9,66,Magic,Holy,None,Lightning,1070
52,54,30,5,54,73,56,24,66,Magic,Holy,Holy,None,639
31,79,68,9,38,21,62,14,46,Magic,Poison,Poison,None,1006
25,55,40,40,35,67,35,5,66,Magic,Holy,None,Gravity,787
27,35,28,7,42,53,56,8,48,Magic,Earth,Earth,None,297
67,38,38,48,52,30,40,11,66,Magic,Holy,Holy,None,1435
66,40,28,31,51,55,44,6,32,Physical,None,None,None,653
64,28,43,22,36,69,49,2,32,Physical,None,Wind,Lightning,426
67,38,38,48,75,55,26,20,66,Magic,Holy,None,None,661
46,67,48,38,48,29,49,5,66,Magic,Holy,None,Water,941
66,40,28,31,63,71,56,5,46,Magic,Poison,Poison,Gravity,649
51,27,44,36,54,34,42,9,66,Magic,Holy,Holy,None,813
61,41,15,26,67,22,38,5,60,Magic,Lightning,Lightning,Gravity,911
25,79,61,33,63,36,63,15,60,Magic,Fire,Fire,None,1836
25,70,86,1,52,30,40,11,66,Magic,Holy,Holy,None,985
79,64,16,4,34,32,56,6,32,Physical,None,None,None,350
77,62,58,42,73,53,34,21,46,Magic,Poison,Poison,None,1194
36,31,70,42,24,53,28,12,32,Physical,None,None,None,960
46,67,48,38,23,52,20,19,50,Magic,Water,Water,None,1407
31,54,36,12,68,31,11,0,50,Magic,Water,Water,None,677
61,41,15,26,54,73,56,24,66,Magic,Holy,Holy,None,822
51,27,44,36,51,67,55,20,32,Physical,None,None,Gravity,694
58,22,50,37,68,36,45,4,60,Magic,Fire,Fire,None,665
79,64,16,4,60,78,27,14,32,Physical,None,None,Holy,741
60,79,51,3,51,67,18,3,66,Magic,Holy,None,None,574
75,28,73,47,61,21,58,0,32,Physical,None,None,None,691
61,78,55,44,77,62,60,0,60,Magic,Fire,Fire,None,2282
79,64,16,4,80,24,51,5,46,Magic,Poison,Poison,None,630
59,52,24,44,56,31,12,16,46,Magic,Poison,Poison,None,1176
31,79,68,9,36,75,61,15,66,Magic,Holy,None,None,641
71,21,74,8,69,44,16,1,14,Magic,Ice,Gravity,Lightning,27
61,41,15,26,39,65,36,23,60,Magic,Ice,Ice,None,758
46,41,29,7,54,73,56,24,66,Magic,Holy,Holy,None,512
58,22,50,37,75,55,26,20,32,Physical,None,None,None,875
46,41,29,7,26,54,54,13,32,Physical,None,None,None,240
64,28,43,22,75,55,26,20,32,Physical,None,None,None,437
77,31,68,22,35,67,35,5,32,Physical,None,None,Gravity,1503
31,79,68,9,54,34,42,9,66,Magic,Holy,Holy,None,1473
31,54,36,12,36,75,61,15,66,Magic,Holy,None,None,428
60,79,51,3,38,37,10,15,66,Magic,Holy,None,Poison,585
32,22,85,27,36,75,61,15,32,Physical,None,None,None,516
26,69,77,6,68,49,31,17,66,Magic,Holy,None,None,553
32,22,85,27,31,70,43,13,32,Physical,None,Water,None,513
63,54,82,11,48,29,49,5,32,Physical,None,None,Water,1480
66,56,17,23,28,51,62,4,50,Magic,Water,Water,None,826
47,75,55,34,37,35,25,1,66,Magic,Holy,None,None,1056
51,22,45,23,54,34,42,9,66,Magic,Holy,Holy,None,496
67,38,38,48,39,50,40,3,66,Magic,Holy,None,None,697
61,72,74,20,31,70,43,13,50,Magic,Water,Water,None,1009
80,79,50,31,67,36,25,14,42,Magic,Gravity,Gravity,None,1228
71,49,28,44,28,56,29,11,66,Magic,Holy,None,None,706
31,79,68,9,63,36,63,15,60,Magic,Fire,Fire,None,1269
67,38,38,48,27,36,34,25,66,Magic,Holy,None,None,620
22,25,72,19,30,31,56,0,32,Physical,None,None,None,343
45,79,50,19,29,35,59,6,50,Magic,Water,Water,None,1242
68,61,90,4,67,36,25,14,32,Physical,None,Gravity,None,811
54,64,53,27,42,34,48,25,66,Magic,Holy,Holy,None,1415
61,72,74,20,55,25,11,15,32,Physical,None,None,None,720
61,72,74,20,65,37,31,1,42,Magic,Gravity,Gravity,Holy,953
66,40,28,31,63,71,56,5,60,Magic,Fire,Poison,Gravity,417
61,78,55,44,34,32,56,6,66,Magic,Holy,None,None,1287
32,31,62,20,28,56,29,11,28,Magic,Gravity,None,None,121
77,31,68,22,28,51,62,4,32,Physical,None,Water,None,761
62,74,17,2,37,35,25,1,66,Magic,Holy,None,None,592
79,64,16,4,31,20,15,25,32,Physical,None,None,None,754
77,55,56,17,75,55,26,20,32,Physical,None,None,None,585
63,54,82,11,61,21,58,0,32,Physical,None,None,None,1428
32,24,48,12,42,34,48,25,32,Physical,None,Holy,None,271
51,22,45,23,38,21,62,14,32,Physical,None,Poison,None,371
59,52,24,44,31,20,15,25,66,Magic,Holy,None,None,870
26,69,77,6,24,40,18,6,28,Magic,Wind,Poison,None,230
23,49,73,10,43,40,43,13,32,Physical,None,None,None,377
25,79,61,33,42,31,50,1,54,Magic,Wind,Wind,None,1853
37,75,26,35,56,31,12,16,46,Magic,Poison,Poison,None,1383
46,41,29,7,34,20,27,11,60,Magic,Ice,Ice,None,538
77,31,68,22,27,36,34,25,32,Physical,None,None,None,788
27,35,28,7,28,56,29,11,66,Magic,Holy,None,None,211
41,75,39,40,48,29,49,5,66,Magic,Holy,None,Water,1149
63,54,82,11,24,40,18,6,32,Physical,None,Poison,None,828
37,38,17,11,27,36,34,25,66,Magic,Holy,None,None,260
63,54,82,11,51,55,44,6,32,Physical,None,None,None,1384
60,79,51,3,65,37,31,1,42,Magic,Gravity,Gravity,Holy,849
54,64,53,27,68,31,11,0,50,Magic,Water,Water,None,1135
28,65,42,21,67,22,38,5,60,Magic,Lightning,Lightning,Gravity,1258
31,54,36,12,36,79,31,8,66,Magic,Holy,None,None,395
62,74,17,2,30,21,69,3,48,Magic,Earth,None,None,424
71,61,47,9,27,36,34,25,32,Physical,None,None,None,1149
54,64,53,27,37,35,25,1,66,Magic,Holy,None,None,785
64,30,16,43,23,52,20,19,50,Magic,Water,Water,None,755
47,75,55,34,63,66,38,15,54,Magic,Wind,Wind,None,1543
64,30,16,43,42,80,22,2,48,Magic,Earth,Earth,Holy,667
74,36,56,25,42,31,50,1,32,Physical,None,Wind,None,1248
60,79,51,3,38,37,10,15,66,Magic,Holy,None,Poison,640
44,77,50,7,24,53,28,12,66,Magic,Holy,None,None,592
54,64,53,27,28,51,62,4,50,Magic,Water,Water,None,1146
58,22,50,37,24,53,28,12,32,Physical,None,None,None,483
28,65,42,21,54,34,42,9,66,Magic,Holy,Holy,None,1440
77,31,68,22,54,34,42,9,32,Physical,None,Holy,None,742
60,79,51,3,31,20,15,25,66,Magic,Holy,None,None,632
27,38,72,48,40,42,33,13,66,Magic,Holy,None,None,689
64,29,61,10,54,78,58,22,32,Physical,None,Poison,None,517
67,38,38,48,55,25,11,15,66,Magic,Holy,None,None,694
71,21,74,8,42,44,24,3,32,Physical,None,Wind,None,1457
68,53,71,17,78,33,69,21,32,Physical,None,None,None,1178
78,49,16,18,41,26,35,7,60,Magic,Ice,Ice,None,852
49,64,60,49,51,67,55,20,66,Magic,Holy,None,Gravity,988
41,55,50,2,31,70,43,13,50,Magic,Water,Water,None,480
52,54,30,5,39,50,40,3,66,Magic,Holy,None,None,361
66,40,28,31,51,67,18,3,32,Physical,None,None,None,344
59,40,61,44,28,51,62,4,50,Magic,Water,Water,None,1028
35,76,53,21,30,21,69,3,66,Magic,Holy,None,None,900
66,40,28,31,43,40,43,13,32,Physical,None,None,None,336
28,43,75,2,27,28,61,16,32,Physical,None,None,None,390
49,64,60,49,68,49,31,17,66,Magic,Holy,None,None,981
25,79,61,33,54,78,58,22,46,Magic,Poison,Poison,None,1376
70,53,59,48,61,21,58,0,66,Magic,Holy,None,None,881
63,68,84,40,34,32,56,6,32,Physical,None,None,None,1425
20,63,80,33,24,40,18,6,46,Magic,Poison,Poison,None,1134
32,24,48,12,26,54,54,13,32,Physical,None,None,None,549
54,64,53,27,63,71,56,5,46,Magic,Poison,Poison,Gravity,953
36,80,65,33,30,31,56,0,66,Magic,Holy,None,None,1158
61,78,55,44,31,70,43,13,16,Physical,None,Water,None,260
36,31,70,42,49,52,70,17,66,Magic,Holy,None,None,506
41,75,39,40,63,36,63,15,60,Magic,Fire,Fire,None,1983
79,64,16,4,41,26,35,7,60,Magic,Ice,Ice,None,837
71,21,74,8,30,21,69,3,32,Physical,None,None,None,1439
35,76,53,21,73,53,34,21,46,Magic,Poison,Poison,None,1127
65,48,15,35,67,20,61,8,66,Magic,Holy,Holy,None,1292
32,22,85,27,67,20,61,8,66,Magic,Holy,Holy,None,571
22,25,72,19,30,31,56,0,32,Physical,None,None,None,735
71,49,28,44,63,71,56,5,46,Magic,Poison,Poison,Gravity,1058
61,41,15,26,56,31,12,16,46,Magic,Poison,Poison,None,640
52,54,30,5,39,65,36,23,60,Magic,Ice,Ice,None,629
68,61,90,4,31,70,43,13,32,Physical,None,Water,None,901
64,28,43,22,44,47,39,10,32,Physical,None,Lightning,None,906
46,67,48,38,30,21,69,3,66,Magic,Holy,None,None,1024
32,31,62,20,34,32,56,6,32,Physical,None,None,None,325
41,55,50,2,64,73,57,0,60,Magic,Lightning,Lightning,None,599
44,77,50,7,39,50,40,3,66,Magic,Holy,None,None,666
32,31,62,20,31,20,15,25,32,Physical,None,None,None,384
80,79,50,31,49,52,70,17,30,Magic,Ice,None,None,450
46,67,48,38,49,52,70,17,66,Magic,Holy,None,None,945
26,69,77,6,61,21,58,0,66,Magic,Holy,None,None,560
25,79,61,33,54,78,58,22,46,Magic,Poison,Poison,None,1290
