Atk_Attack,Atk_SpAtk,Atk_Type1,Atk_Type2,Def_Defense,Def_SpDef,Def_Type1,Def_Type2,Move_Power,Move_Type,Move_Category,Damage
80,97,Poison,Bug,59,52,Ground,Mono,90,Bug,Special,96
107,128,Ghost,Grass,150,114,Fighting,Mono,90,Grass,Special,58
75,136,Fairy,Dark,119,88,Ghost,Mono,95,Fairy,Special,97
103,111,Bug,Mono,124,113,Normal,Mono,90,Bug,Special,89
125,61,Fighting,Ice,59,87,Poison,Mono,80,Psychic,Physical,144
83,54,Psychic,Mono,88,79,Bug,Mono,80,Psychic,Physical,47
125,61,Fighting,Ice,135,90,Fire,Normal,120,Fighting,Physical,145
73,91,Flying,Mono,124,113,Normal,Mono,120,Flying,Physical,48
102,117,Ghost,Mono,128,128,Grass,Dragon,80,Ghost,Special,46
79,69,Water,Psychic,102,124,Fighting,Ice,90,Water,Physical,46
99,120,Poison,Mono,124,113,Normal,Mono,90,Poison,Special,66
109,89,Poison,Mono,114,58,Ice,Mono,90,Poison,Special,125
156,131,Ice,Mono,103,132,Fairy,Mono,75,Ice,Physical,65
66,162,Dragon,Ground,124,78,Fighting,Fairy,90,Ground,Special,117
103,69,Flying,Dragon,88,79,Bug,Mono,75,Flying,Special,79
140,85,Ice,Ground,139,93,Ghost,Grass,75,Ice,Physical,92
137,43,Flying,Mono,62,162,Normal,Mono,120,Flying,Physical,159
156,131,Ice,Mono,139,100,Water,Fairy,90,Ice,Special,36
101,86,Water,Fairy,128,128,Grass,Dragon,120,Flying,Physical,78
119,55,Bug,Mono,149,112,Fairy,Mono,80,Poison,Physical,55
128,71,Grass,Dragon,133,123,Dark,Mono,80,Fighting,Special,44
129,118,Rock,Flying,61,77,Fairy,Mono,90,Poison,Special,116
53,69,Psychic,Mono,101,95,Ice,Flying,90,Psychic,Special,40
53,104,Fairy,Flying,139,93,Ghost,Grass,95,Fairy,Special,61
90,114,Grass,Poison,74,54,Fire,Bug,90,Poison,Special,113
63,91,Psychic,Poison,65,58,Flying,Mono,80,Rock,Special,102
113,87,Ice,Flying,72,77,Dark,Mono,120,Flying,Physical,122
53,96,Normal,Fire,102,91,Flying,Mono,90,Fire,Special,91
110,67,Fighting,Mono,117,80,Poison,Mono,120,Fighting,Physical,37
108,148,Dark,Mono,107,78,Fire,Ghost,80,Dark,Special,173
128,94,Fire,Normal,140,103,Flying,Mono,75,Electric,Physical,61
51,98,Fighting,Fairy,124,113,Normal,Mono,80,Fighting,Special,87
88,149,Rock,Bug,131,82,Bug,Mono,75,Rock,Physical,67
64,134,Flying,Mono,165,124,Flying,Mono,75,Flying,Special,49
127,62,Psychic,Electric,148,63,Poison,Bug,90,Psychic,Special,110
90,114,Grass,Poison,102,124,Fighting,Ice,120,Fighting,Physical,85
117,130,Fire,Ghost,102,124,Fighting,Ice,75,Fire,Physical,107
75,108,Flying,Mono,133,123,Dark,Mono,120,Flying,Physical,46
53,69,Psychic,Mono,66,100,Dragon,Ground,80,Psychic,Physical,41
136,73,Ghost,Mono,90,98,Flying,Mono,70,Ghost,Physical,61
122,101,Fairy,Rock,150,158,Psychic,Poison,100,Ground,Physical,64
94,165,Bug,Poison,131,82,Bug,Mono,80,Dark,Special,61
57,130,Fighting,Electric,79,138,Water,Psychic,70,Ghost,Physical,45
83,54,Psychic,Mono,128,128,Grass,Dragon,80,Psychic,Physical,48
80,97,Poison,Bug,72,77,Dark,Mono,90,Bug,Special,130
53,69,Psychic,Mono,133,123,Dark,Mono,90,Normal,Special,21
155,114,Water,Mono,165,124,Flying,Mono,90,Water,Physical,56
70,131,Rock,Mono,128,128,Grass,Dragon,95,Fairy,Special,74
51,98,Fighting,Fairy,137,88,Water,Mono,90,Electric,Special,89
79,69,Water,Psychic,128,132,Fighting,Electric,90,Water,Physical,57
66,162,Dragon,Ground,139,93,Ghost,Grass,90,Ice,Special,130
66,120,Fairy,Mono,57,130,Psychic,Mono,90,Fairy,Physical,66
75,108,Flying,Mono,102,79,Fire,Ground,75,Flying,Special,64
148,79,Dark,Mono,128,128,Grass,Dragon,80,Dark,Physical,59
144,117,Water,Ice,130,120,Psychic,Mono,90,Water,Special,58
70,131,Rock,Mono,130,72,Ice,Bug,80,Rock,Special,352
154,81,Electric,Mono,130,120,Psychic,Mono,75,Electric,Physical,59
136,73,Ghost,Mono,157,90,Grass,Poison,80,Ghost,Special,43
154,81,Electric,Mono,135,90,Fire,Normal,75,Electric,Physical,49
72,117,Flying,Rock,102,124,Fighting,Ice,120,Flying,Physical,99
107,128,Ghost,Grass,150,114,Fighting,Mono,90,Grass,Special,61
99,64,Ground,Mono,101,72,Ghost,Normal,100,Ground,Physical,60
53,104,Fairy,Flying,117,135,Bug,Poison,120,Flying,Physical,72
152,49,Ice,Mono,153,54,Psychic,Mono,90,Bug,Special,68
110,67,Fighting,Mono,148,124,Ice,Ground,120,Fighting,Physical,123
128,94,Fire,Normal,124,113,Normal,Mono,90,Normal,Special,48
94,165,Bug,Poison,104,110,Grass,Normal,80,Poison,Physical,93
106,56,Flying,Mono,135,139,Fairy,Dark,120,Flying,Physical,61
102,117,Ghost,Mono,82,63,Rock,Mono,100,Ground,Physical,103
169,126,Poison,Mono,110,113,Rock,Flying,90,Water,Special,79
129,118,Rock,Flying,82,63,Rock,Mono,90,Ground,Special,147
79,97,Flying,Mono,82,63,Rock,Mono,90,Water,Physical,74
49,71,Ice,Grass,57,130,Psychic,Mono,70,Ghost,Physical,49
114,118,Fairy,Mono,90,98,Flying,Mono,95,Fairy,Special,72
72,117,Flying,Rock,119,88,Ghost,Mono,75,Flying,Special,62
154,116,Flying,Mono,102,79,Fire,Ground,120,Flying,Physical,112
75,136,Fairy,Dark,64,101,Water,Ice,80,Fighting,Special,90
129,118,Rock,Flying,103,132,Fairy,Mono,90,Poison,Special,73
156,131,Ice,Mono,53,171,Water,Mono,120,Fighting,Physical,152
143,97,Dragon,Bug,148,63,Poison,Bug,80,Dragon,Physical,46
107,128,Ghost,Grass,130,120,Psychic,Mono,70,Ghost,Physical,75
53,96,Normal,Fire,100,90,Dragon,Mono,90,Fire,Special,30
119,55,Bug,Mono,102,79,Fire,Ground,80,Dark,Physical,40
53,96,Normal,Fire,140,103,Flying,Mono,90,Fire,Special,51
97,70,Ghost,Normal,150,158,Psychic,Poison,70,Ghost,Physical,61
113,87,Ice,Flying,101,79,Bug,Mono,120,Flying,Physical,162
70,131,Rock,Mono,139,93,Ghost,Grass,80,Rock,Special,69
49,71,Ice,Grass,128,128,Grass,Dragon,75,Ice,Physical,81
155,114,Water,Mono,132,149,Ghost,Mono,80,Dark,Physical,84
109,89,Poison,Mono,128,128,Grass,Dragon,80,Poison,Physical,89
51,98,Fighting,Fairy,131,82,Bug,Mono,95,Fairy,Special,72
159,85,Rock,Mono,104,110,Grass,Normal,75,Rock,Physical,67
97,70,Ghost,Normal,135,90,Fire,Normal,120,Fighting,Physical,74
80,97,Poison,Bug,139,100,Water,Fairy,90,Poison,Special,115
80,97,Poison,Bug,101,95,Ice,Flying,90,Poison,Special,62
155,81,Rock,Mono,62,162,Normal,Mono,75,Rock,Physical,126
83,54,Psychic,Mono,150,158,Psychic,Poison,80,Psychic,Physical,31
80,97,Poison,Bug,152,94,Rock,Mono,80,Fighting,Special,72
127,62,Psychic,Electric,165,124,Flying,Mono,75,Electric,Physical,70
139,74,Ground,Mono,152,94,Rock,Mono,100,Ground,Physical,115
128,71,Grass,Dragon,124,113,Normal,Mono,80,Fighting,Special,40
75,136,Fairy,Dark,102,79,Fire,Ground,80,Fighting,Special,60
110,67,Fighting,Mono,130,72,Ice,Bug,120,Fighting,Physical,66
125,61,Fighting,Ice,61,75,Ground,Mono,120,Fighting,Physical,146
128,71,Grass,Dragon,72,77,Dark,Mono,90,Water,Physical,70
113,87,Ice,Flying,103,132,Fairy,Mono,120,Flying,Physical,76
53,69,Psychic,Mono,75,52,Flying,Mono,90,Psychic,Special,73
155,114,Water,Mono,144,106,Dragon,Mono,90,Psychic,Special,43
53,96,Normal,Fire,148,63,Poison,Bug,90,Fire,Special,184
129,118,Rock,Flying,117,80,Poison,Mono,90,Ground,Special,104
122,101,Fairy,Rock,102,124,Fighting,Ice,75,Rock,Physical,59
148,81,Normal,Mono,130,110,Fairy,Rock,90,Fairy,Physical,39
103,111,Bug,Mono,114,76,Dark,Mono,90,Bug,Special,173
94,165,Bug,Poison,103,132,Fairy,Mono,80,Poison,Physical,102
64,134,Flying,Mono,75,52,Flying,Mono,75,Flying,Special,125
72,117,Flying,Rock,150,114,Fighting,Mono,75,Flying,Special,95
88,149,Rock,Bug,144,106,Dragon,Mono,80,Ghost,Special,49
73,91,Flying,Mono,132,149,Ghost,Mono,120,Flying,Physical,43
125,121,Dragon,Mono,140,103,Flying,Mono,85,Dragon,Special,62
109,89,Poison,Mono,74,54,Fire,Bug,90,Poison,Special,89
60,78,Psychic,Mono,132,149,Ghost,Mono,80,Dark,Physical,34
73,91,Flying,Mono,55,86,Poison,Mono,120,Flying,Physical,99
148,79,Dark,Mono,107,78,Fire,Ghost,80,Dark,Physical,132
49,71,Ice,Grass,148,124,Ice,Ground,90,Grass,Physical,40
127,62,Psychic,Electric,165,124,Flying,Mono,75,Electric,Physical,69
88,149,Rock,Bug,144,106,Dragon,Mono,80,Ghost,Special,50
129,118,Rock,Flying,103,132,Fairy,Mono,90,Poison,Special,66
64,134,Flying,Mono,128,128,Grass,Dragon,75,Flying,Special,98
118,99,Fire,Ground,101,72,Ghost,Normal,90,Ground,Special,78
75,136,Fairy,Dark,148,63,Poison,Bug,95,Fairy,Special,62
128,71,Grass,Dragon,62,162,Normal,Mono,90,Water,Physical,78
51,98,Fighting,Fairy,114,76,Dark,Mono,95,Fairy,Special,160
72,117,Flying,Rock,93,129,Ghost,Mono,120,Flying,Physical,57
107,128,Ghost,Grass,103,132,Fairy,Mono,90,Grass,Special,58
113,87,Ice,Flying,128,128,Grass,Dragon,75,Ice,Physical,159
78,162,Water,Mono,135,90,Fire,Normal,90,Water,Special,188
83,54,Psychic,Mono,128,132,Fighting,Electric,80,Psychic,Physical,71
144,117,Water,Ice,103,112,Ice,Grass,90,Ice,Special,64
139,120,Poison,Mono,133,111,Flying,Rock,90,Poison,Special,44
96,108,Normal,Mono,65,58,Flying,Mono,90,Normal,Special,95
51,98,Fighting,Fairy,147,78,Normal,Mono,80,Fighting,Special,192
110,67,Fighting,Mono,139,93,Ghost,Grass,90,Electric,Special,13
105,94,Fairy,Mono,61,75,Ground,Mono,90,Fairy,Physical,94
70,131,Rock,Mono,82,63,Rock,Mono,80,Rock,Special,95
90,114,Grass,Poison,135,139,Fairy,Dark,90,Poison,Special,95
94,165,Bug,Poison,149,112,Fairy,Mono,80,Poison,Physical,67
68,135,Ghost,Mono,124,113,Normal,Mono,95,Fairy,Special,45
90,114,Grass,Poison,132,149,Ghost,Mono,90,Grass,Special,46
70,131,Rock,Mono,67,56,Flying,Dragon,80,Rock,Special,219
83,54,Psychic,Mono,144,106,Dragon,Mono,80,Psychic,Physical,33
154,116,Flying,Mono,100,90,Dragon,Mono,120,Flying,Physical,115
169,126,Poison,Mono,114,76,Dark,Mono,90,Fairy,Physical,111
53,104,Fairy,Flying,95,134,Dark,Fairy,95,Fairy,Special,93
63,91,Psychic,Poison,88,54,Electric,Mono,95,Fairy,Special,63
49,71,Ice,Grass,140,134,Flying,Mono,75,Ice,Physical,39
66,120,Fairy,Mono,114,58,Ice,Mono,80,Steel,Special,145
91,133,Dragon,Mono,62,162,Normal,Mono,80,Dragon,Physical,71
98,96,Fire,Bug,157,90,Grass,Poison,90,Bug,Special,62
72,117,Flying,Rock,149,112,Fairy,Mono,75,Flying,Special,52
60,78,Psychic,Mono,148,63,Poison,Bug,90,Psychic,Special,131
106,68,Grass,Normal,117,135,Bug,Poison,80,Dragon,Physical,32
94,165,Bug,Poison,124,78,Fighting,Fairy,80,Poison,Physical,81
155,81,Rock,Mono,124,113,Normal,Mono,75,Rock,Physical,58
106,54,Dark,Mono,146,145,Normal,Fire,120,Fighting,Physical,72
63,91,Psychic,Poison,62,162,Normal,Mono,80,Poison,Physical,53
122,101,Fairy,Rock,140,103,Flying,Mono,80,Rock,Special,106
103,111,Bug,Mono,135,139,Fairy,Dark,90,Bug,Special,43
128,94,Fire,Normal,93,129,Ghost,Mono,75,Electric,Physical,46
127,62,Psychic,Electric,157,90,Grass,Poison,90,Psychic,Special,73
169,126,Poison,Mono,137,88,Water,Mono,90,Poison,Special,76
155,114,Water,Mono,114,76,Dark,Mono,90,Water,Special,83
148,81,Normal,Mono,147,78,Normal,Mono,85,Normal,Physical,50
66,120,Fairy,Mono,64,101,Water,Ice,95,Fairy,Special,73
64,134,Flying,Mono,57,130,Psychic,Mono,120,Flying,Physical,91
122,101,Fairy,Rock,135,139,Fairy,Dark,75,Rock,Physical,45
114,118,Fairy,Mono,70,96,Ice,Mono,80,Steel,Physical,108
152,49,Ice,Mono,57,130,Psychic,Mono,75,Ice,Physical,129
79,97,Flying,Mono,93,129,Ghost,Mono,120,Flying,Physical,66
139,120,Poison,Mono,117,80,Poison,Mono,90,Ground,Special,119
99,120,Poison,Mono,55,86,Poison,Mono,85,Normal,Physical,63
106,56,Flying,Mono,61,77,Fairy,Mono,120,Flying,Physical,119
70,131,Rock,Mono,149,112,Fairy,Mono,80,Rock,Special,62
72,80,Steel,Water,67,56,Flying,Dragon,80,Steel,Physical,58
128,71,Grass,Dragon,148,124,Ice,Ground,90,Grass,Special,61
99,120,Poison,Mono,66,100,Dragon,Ground,85,Normal,Physical,51
79,69,Water,Psychic,101,95,Ice,Flying,75,Rock,Physical,103
102,117,Ghost,Mono,157,90,Grass,Poison,90,Fire,Special,95
106,56,Flying,Mono,135,90,Fire,Normal,120,Flying,Physical,58
148,79,Dark,Mono,153,54,Psychic,Mono,80,Dark,Special,144
53,96,Normal,Fire,117,135,Bug,Poison,90,Fire,Special,82
75,108,Flying,Mono,70,96,Ice,Mono,120,Flying,Physical,75
127,62,Psychic,Electric,165,124,Flying,Mono,75,Electric,Physical,68
51,98,Fighting,Fairy,144,106,Dragon,Mono,95,Fairy,Special,117
64,134,Flying,Mono,55,86,Poison,Mono,90,Ground,Special,124
106,54,Dark,Mono,57,130,Psychic,Mono,80,Dark,Physical,196
63,91,Psychic,Poison,70,96,Ice,Mono,80,Rock,Special,62
98,96,Fire,Bug,101,72,Ghost,Normal,90,Bug,Special,34
64,91,Psychic,Mono,131,82,Bug,Mono,90,Psychic,Special,65
79,97,Flying,Mono,130,120,Psychic,Mono,120,Flying,Physical,45
137,43,Flying,Mono,64,101,Water,Ice,120,Flying,Physical,153
107,128,Ghost,Grass,74,54,Fire,Bug,90,Ground,Special,92
154,116,Flying,Mono,90,98,Flying,Mono,120,Flying,Physical,124
103,69,Flying,Dragon,88,79,Bug,Mono,75,Flying,Special,81
72,117,Flying,Rock,130,110,Fairy,Rock,75,Flying,Special,26
75,136,Fairy,Dark,157,90,Grass,Poison,95,Fairy,Special,48
110,67,Fighting,Mono,101,95,Ice,Flying,120,Fighting,Physical,84
79,97,Flying,Mono,146,145,Normal,Fire,90,Water,Physical,44
109,89,Poison,Mono,77,72,Flying,Electric,80,Poison,Physical,97
139,74,Ground,Mono,130,110,Fairy,Rock,100,Ground,Physical,133
66,151,Ice,Bug,128,132,Fighting,Electric,90,Ice,Special,68
83,54,Psychic,Mono,165,124,Flying,Mono,80,Psychic,Physical,27
83,54,Psychic,Mono,147,78,Normal,Mono,90,Psychic,Special,43
96,108,Normal,Mono,88,79,Bug,Mono,90,Normal,Special,84
154,81,Electric,Mono,52,154,Dragon,Bug,80,Steel,Physical,95
99,120,Poison,Mono,55,86,Poison,Mono,85,Normal,Physical,102
68,135,Ghost,Mono,128,87,Rock,Mono,80,Ghost,Special,78
143,97,Dragon,Bug,114,76,Dark,Mono,90,Bug,Special,145
154,116,Flying,Mono,70,96,Ice,Mono,120,Flying,Physical,175
97,70,Ghost,Normal,101,79,Bug,Mono,80,Ghost,Special,49
64,91,Psychic,Mono,140,87,Psychic,Electric,80,Ghost,Special,75
152,49,Ice,Mono,72,77,Dark,Mono,75,Ice,Physical,91
101,86,Water,Fairy,148,124,Ice,Ground,90,Water,Special,87
72,117,Flying,Rock,140,134,Flying,Mono,75,Flying,Special,38
129,118,Rock,Flying,71,43,Psychic,Mono,80,Rock,Special,138
53,69,Psychic,Mono,150,114,Fighting,Mono,90,Psychic,Special,75
128,94,Fire,Normal,107,78,Fire,Ghost,75,Electric,Physical,35
139,120,Poison,Mono,93,129,Ghost,Mono,120,Flying,Physical,75
60,78,Psychic,Mono,124,113,Normal,Mono,90,Psychic,Special,38
139,120,Poison,Mono,128,132,Fighting,Electric,90,Ground,Special,64
148,79,Dark,Mono,70,96,Ice,Mono,80,Dark,Physical,106
94,165,Bug,Poison,102,79,Fire,Ground,80,Dark,Special,63
52,96,Normal,Mono,88,79,Bug,Mono,90,Normal,Special,75
57,130,Fighting,Electric,128,128,Grass,Dragon,80,Fighting,Special,48
137,43,Flying,Mono,52,154,Dragon,Bug,120,Flying,Physical,558
128,71,Grass,Dragon,128,132,Fighting,Electric,90,Water,Physical,41
148,81,Normal,Mono,102,91,Flying,Mono,85,Normal,Physical,78
105,94,Fairy,Mono,100,90,Dragon,Mono,95,Fairy,Special,132
53,69,Psychic,Mono,144,106,Dragon,Mono,90,Psychic,Special,35
101,86,Water,Fairy,61,77,Fairy,Mono,80,Poison,Physical,112
122,101,Fairy,Rock,153,54,Psychic,Mono,80,Rock,Special,98
103,111,Bug,Mono,165,124,Flying,Mono,75,Ice,Physical,40
75,108,Flying,Mono,153,54,Psychic,Mono,75,Flying,Special,87
128,71,Grass,Dragon,103,132,Fairy,Mono,90,Water,Physical,45
53,96,Normal,Fire,148,124,Ice,Ground,90,Fire,Special,87
103,111,Bug,Mono,61,77,Fairy,Mono,120,Flying,Physical,81
78,162,Water,Mono,165,124,Flying,Mono,90,Water,Special,67
139,74,Ground,Mono,153,54,Psychic,Mono,90,Ground,Special,107
122,101,Fairy,Rock,146,145,Normal,Fire,75,Rock,Physical,73
52,96,Normal,Mono,102,79,Fire,Ground,90,Ground,Special,90
75,136,Fairy,Dark,130,110,Fairy,Rock,95,Fairy,Special,78
156,131,Ice,Mono,133,111,Flying,Rock,90,Ice,Special,139
90,114,Grass,Poison,135,139,Fairy,Dark,90,Poison,Special,100
64,134,Flying,Mono,124,78,Fighting,Fairy,75,Flying,Special,253
127,62,Psychic,Electric,147,78,Normal,Mono,90,Psychic,Special,43
63,91,Psychic,Poison,70,96,Ice,Mono,80,Rock,Special,60
60,78,Psychic,Mono,101,79,Bug,Mono,90,Psychic,Special,58
105,94,Fairy,Mono,61,75,Ground,Mono,90,Fairy,Physical,89
52,96,Normal,Mono,100,90,Dragon,Mono,90,Normal,Special,66
64,134,Flying,Mono,153,54,Psychic,Mono,75,Flying,Special,109
51,98,Fighting,Fairy,146,145,Normal,Fire,80,Fighting,Special,66
63,91,Psychic,Poison,139,93,Ghost,Grass,95,Fairy,Special,36
94,165,Bug,Poison,130,120,Psychic,Mono,80,Dark,Special,85
101,86,Water,Fairy,148,124,Ice,Ground,90,Water,Special,85
91,133,Dragon,Mono,137,88,Water,Mono,85,Dragon,Special,87
169,126,Poison,Mono,128,128,Grass,Dragon,80,Poison,Physical,141
83,54,Psychic,Mono,62,162,Normal,Mono,80,Psychic,Physical,72
49,71,Ice,Grass,148,124,Ice,Ground,90,Grass,Physical,42
72,117,Flying,Rock,52,154,Dragon,Bug,120,Flying,Physical,191
136,73,Ghost,Mono,133,111,Flying,Rock,80,Rock,Special,46
127,62,Psychic,Electric,126,149,Fairy,Flying,75,Electric,Physical,103
125,121,Dragon,Mono,110,113,Rock,Flying,80,Steel,Special,66
64,134,Flying,Mono,126,149,Fairy,Flying,75,Flying,Special,42
128,94,Fire,Normal,61,77,Fairy,Mono,90,Normal,Special,70
118,99,Fire,Ground,133,123,Dark,Mono,90,Ground,Special,48
155,114,Water,Mono,135,139,Fairy,Dark,90,Water,Physical,59
49,124,Bug,Mono,148,63,Poison,Bug,90,Bug,Special,54
103,69,Flying,Dragon,59,52,Ground,Mono,85,Dragon,Special,69
127,62,Psychic,Electric,93,129,Ghost,Mono,75,Electric,Physical,66
52,96,Normal,Mono,102,79,Fire,Ground,90,Ground,Special,93
114,118,Fairy,Mono,130,110,Fairy,Rock,80,Steel,Physical,126
72,117,Flying,Rock,55,86,Poison,Mono,120,Flying,Physical,104
155,114,Water,Mono,88,54,Electric,Mono,90,Water,Special,122
106,54,Dark,Mono,110,113,Rock,Flying,75,Ice,Physical,56
70,131,Rock,Mono,133,123,Dark,Mono,95,Fairy,Special,91
80,97,Poison,Bug,132,149,Ghost,Mono,90,Bug,Special,18
154,81,Electric,Mono,131,82,Bug,Mono,90,Electric,Special,60
106,68,Grass,Normal,150,114,Fighting,Mono,90,Grass,Physical,39
106,54,Dark,Mono,61,77,Fairy,Mono,75,Ice,Physical,52
99,120,Poison,Mono,149,112,Fairy,Mono,90,Poison,Special,128
53,96,Normal,Fire,55,86,Poison,Mono,100,Ground,Physical,79
88,149,Rock,Bug,149,112,Fairy,Mono,80,Ghost,Special,44
53,104,Fairy,Flying,110,113,Rock,Flying,95,Fairy,Special,54
66,120,Fairy,Mono,132,149,Ghost,Mono,95,Fairy,Special,46
96,108,Normal,Mono,124,78,Fighting,Fairy,90,Normal,Special,82
140,85,Ice,Ground,101,72,Ghost,Normal,100,Ground,Physical,81
80,97,Poison,Bug,79,138,Water,Psychic,80,Bug,Physical,106
110,67,Fighting,Mono,117,80,Poison,Mono,120,Fighting,Physical,36
117,130,Fire,Ghost,140,87,Psychic,Electric,70,Ghost,Physical,72
148,81,Normal,Mono,82,163,Poison,Mono,85,Normal,Physical,98
129,118,Rock,Flying,102,91,Flying,Mono,80,Rock,Special,125
107,128,Ghost,Grass,103,132,Fairy,Mono,90,Grass,Special,57
90,114,Grass,Poison,117,135,Bug,Poison,90,Electric,Special,32
64,134,Flying,Mono,124,78,Fighting,Fairy,75,Flying,Special,165
137,43,Flying,Mono,137,88,Water,Mono,120,Flying,Physical,68
68,135,Ghost,Mono,150,114,Fighting,Mono,95,Fairy,Special,95
103,111,Bug,Mono,165,124,Flying,Mono,75,Ice,Physical,38
122,101,Fairy,Rock,67,56,Flying,Dragon,80,Rock,Special,195
72,80,Steel,Water,117,80,Poison,Mono,90,Water,Special,55
64,134,Flying,Mono,70,96,Ice,Mono,120,Flying,Physical,74
98,96,Fire,Bug,124,113,Normal,Mono,120,Fighting,Physical,79
53,69,Psychic,Mono,135,90,Fire,Normal,90,Psychic,Special,47
73,91,Flying,Mono,71,43,Psychic,Mono,90,Bug,Special,170
91,133,Dragon,Mono,88,54,Electric,Mono,85,Dragon,Special,136
78,162,Water,Mono,146,145,Normal,Fire,90,Water,Special,128
64,134,Flying,Mono,144,106,Dragon,Mono,75,Flying,Special,57
102,117,Ghost,Mono,77,72,Flying,Electric,80,Ghost,Special,126
110,67,Fighting,Mono,148,63,Poison,Bug,90,Normal,Special,38
103,111,Bug,Mono,62,162,Normal,Mono,80,Bug,Physical,86
102,117,Ghost,Mono,165,124,Flying,Mono,80,Ghost,Special,47
99,120,Poison,Mono,114,76,Dark,Mono,90,Poison,Special,96
53,96,Normal,Fire,102,79,Fire,Ground,100,Ground,Physical,43
154,116,Flying,Mono,74,54,Fire,Bug,120,Flying,Physical,286
60,78,Psychic,Mono,64,101,Water,Ice,80,Psychic,Physical,48
64,134,Flying,Mono,101,79,Bug,Mono,75,Flying,Special,167
99,120,Poison,Mono,131,82,Bug,Mono,90,Poison,Special,88
122,101,Fairy,Rock,147,78,Normal,Mono,80,Rock,Special,61
140,85,Ice,Ground,67,56,Flying,Dragon,75,Ice,Physical,399
137,43,Flying,Mono,124,113,Normal,Mono,120,Flying,Physical,80
127,62,Psychic,Electric,126,149,Fairy,Flying,75,Electric,Physical,97
53,96,Normal,Fire,149,112,Fairy,Mono,90,Fire,Special,50
105,94,Fairy,Mono,133,111,Flying,Rock,95,Fairy,Special,52
53,69,Psychic,Mono,61,75,Ground,Mono,90,Psychic,Special,48
125,61,Fighting,Ice,67,56,Flying,Dragon,90,Ice,Special,240
106,54,Dark,Mono,88,79,Bug,Mono,80,Dark,Physical,61
99,120,Poison,Mono,64,101,Water,Ice,90,Grass,Special,83
118,99,Fire,Ground,71,43,Psychic,Mono,90,Ground,Special,124
83,54,Psychic,Mono,140,87,Psychic,Electric,90,Bug,Special,48
66,151,Ice,Bug,88,54,Electric,Mono,90,Ice,Special,168
80,97,Poison,Bug,55,86,Poison,Mono,80,Bug,Physical,34
64,91,Psychic,Mono,72,77,Dark,Mono,120,Flying,Physical,45
159,85,Rock,Mono,102,124,Fighting,Ice,75,Rock,Physical,67
83,54,Psychic,Mono,53,171,Water,Mono,80,Psychic,Physical,77
122,101,Fairy,Rock,61,77,Fairy,Mono,75,Rock,Physical,100
49,124,Bug,Mono,147,78,Normal,Mono,90,Bug,Special,96
125,61,Fighting,Ice,132,149,Ghost,Mono,80,Psychic,Physical,31
128,71,Grass,Dragon,128,87,Rock,Mono,90,Grass,Special,100
78,162,Water,Mono,128,128,Grass,Dragon,90,Bug,Special,92
53,104,Fairy,Flying,102,79,Fire,Ground,120,Flying,Physical,60
136,73,Ghost,Mono,62,162,Normal,Mono,40,Normal,Physical,52
107,128,Ghost,Grass,126,149,Fairy,Flying,70,Ghost,Physical,37
154,116,Flying,Mono,103,112,Ice,Grass,120,Flying,Physical,213
78,162,Water,Mono,139,100,Water,Fairy,90,Water,Special,45
101,86,Water,Fairy,101,72,Ghost,Normal,90,Water,Special,69
148,79,Dark,Mono,128,87,Rock,Mono,80,Dark,Physical,57
114,118,Fairy,Mono,114,58,Ice,Mono,95,Fairy,Special,122
109,89,Poison,Mono,82,63,Rock,Mono,80,Dark,Special,45
143,97,Dragon,Bug,150,158,Psychic,Poison,80,Dragon,Physical,52
114,118,Fairy,Mono,135,90,Fire,Normal,85,Dragon,Special,45
140,85,Ice,Ground,148,63,Poison,Bug,75,Flying,Special,87
57,130,Fighting,Electric,59,87,Poison,Mono,80,Rock,Special,50
159,85,Rock,Mono,90,98,Flying,Mono,75,Rock,Physical,160
155,81,Rock,Mono,149,112,Fairy,Mono,75,Rock,Physical,47
140,85,Ice,Ground,152,94,Rock,Mono,100,Ground,Physical,109
57,130,Fighting,Electric,150,114,Fighting,Mono,80,Fighting,Special,59
99,64,Ground,Mono,61,77,Fairy,Mono,100,Ground,Physical,108
143,97,Dragon,Bug,149,112,Fairy,Mono,90,Grass,Physical,36
90,114,Grass,Poison,139,93,Ghost,Grass,90,Poison,Special,75
139,120,Poison,Mono,148,63,Poison,Bug,120,Flying,Physical,98
88,149,Rock,Bug,101,79,Bug,Mono,75,Rock,Physical,88
125,121,Dragon,Mono,127,95,Steel,Water,85,Dragon,Special,33
83,54,Psychic,Mono,88,54,Electric,Mono,90,Psychic,Special,55
64,134,Flying,Mono,128,128,Grass,Dragon,75,Flying,Special,98
122,101,Fairy,Rock,128,132,Fighting,Electric,100,Ground,Physical,81
156,131,Ice,Mono,128,128,Grass,Dragon,90,Ice,Special,244
53,96,Normal,Fire,61,77,Fairy,Mono,90,Fire,Special,104
107,128,Ghost,Grass,139,100,Water,Fairy,90,Grass,Special,145
83,54,Psychic,Mono,133,123,Dark,Mono,90,Bug,Special,33
96,108,Normal,Mono,132,149,Ghost,Mono,80,Dark,Physical,45
75,136,Fairy,Dark,55,86,Poison,Mono,80,Dark,Physical,65
117,130,Fire,Ghost,150,158,Psychic,Poison,70,Ghost,Physical,73
128,71,Grass,Dragon,102,79,Fire,Ground,90,Water,Physical,197
